ID,Specie,Year,Month,Author,Locality,Latitude,Longitude,Depth (m),Area (Km2),Estimated coordinates,Reference,ANP,Protection Level,Validation,Estimated Area,Area Loss,Loss Index,Pollution ,Coastal Modification,Biological Resource Use,Climate Change ,Minning,Threath index ,Read List Category,Regin_1,Region, ,Municip,Categor,Zonifcc,Subznfc,nombr_1,Psc_Cmr,Psc_Dpr,Pesca,Buceo
321,Ruppia maritima,2007,October,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,No,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
322,Halodule wrightii,1996-1997,November-May,Meling-Lopez & Ibarra-Obando,Punta Chueca,29.01,-112.16,2,DD,Yes,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
323,Zostera marina,1996-1997,November-May,Meling-Lopez & Ibarra-Obando,Punta Chueca,29.01,-112.16,2,DD,Yes,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
324,Zostera marina,2000-2001,October-May,Basurto,Punta Chueca,29.01,-112.16,DD,DD,Yes,Biological and ecological mechanisms supporting marine self-governance: the Seri callo de hacha fishery in Mexico,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
325,Zostera marina,2000,March-April,Torre-Cosio,Punta Conic,29.18,-112.26,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
326,Zostera marina,2000,March-April,Torre-Cosio,Punta Ohna,29.07,-112.19,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
327,Ruppia maritima,2009,October,Lopez-Calderon et al.,Punta Ohna,29.07,-112.19,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
328,Ruppia maritima,2010,August,Lopez-Calderon et al.,Punta Ohna,29.07,-112.19,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
329,Zostera marina,2000,March-April,Torre-Cosio,Punta Santa Rosa,28.97,-112.16,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
330,Zostera marina,2007,December,Felger,Punta Santa Rosa,28.97,-112.17,DD,DD,No,UNISON:USON,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
331,Zostera marina,2000,March-April,Torre-Cosio,Punta Tormenta,29.02,-112.2,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
332,Zostera marina,2007,October,Felger,Punta Tormenta,29.02,-112.2,5,DD,No,ARIZ,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
333,Zostera marina,2009,June,Lopez-Calderon et al.,Punta Tormenta,29.02,-112.2,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
334,Ruppia maritima,2009,October,Lopez-Calderon et al.,Punta Tormenta,29.02,-112.2,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
335,Ruppia maritima,2010,August,Lopez-Calderon et al.,Punta Tormenta,29.02,-112.2,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
336,Zostera marina,2010,May,Lopez-Calderon et al.,Punta Tormenta,29.02,-112.2,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
337,Ruppia maritima,1986-1988,January-June,Ramirez-Garcia y Lot,Punta Tormenta,29.02,-112.2,0.15,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
338,Halodule wrightii,1986-1988,January-June,Ramirez-Garcia y Lot,Punta Tormenta,29.02,-112.2,1,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
339,Zostera marina,1986-1988,January-June,Ramirez-Garcia y Lot,Punta Tormenta,29.02,-112.2,3,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
340,Zostera marina,1985,April,Valencia et al.,Punta Vibora,29.16,-112.19,DD,DD,Yes,Nutritive value of Zostera marina and cardon (Pachycereus pringlei) as consumed by the Seri Indians In Sonora Mexico,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
341,Zostera marina,1996,November,Meling-Lopez & Ibarra-Obando,Punta Vibora,29.16,-112.19,DD,DD,No,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
342,Zostera marina,1997,November,Meling-Lopez & Ibarra-Obando,Punta Vibora,29.16,-112.19,DD,DD,No,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
343,Zostera marina,2000,March-April,Torre-Cosio,Punta Vibora,29.16,-112.19,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
344,Zostera marina,1996-1997,November-May,Meling-Lopez & Ibarra-Obando,Punta Vibora,29.16,-112.19,5,DD,Yes,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
345,Zostera marina,2009,June,Lopez-Calderon et al.,Punta Xpanams,29.06,-112.22,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
346,Zostera marina,2010,May,Lopez-Calderon et al.,Punta Xpanams,29.06,-112.22,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
347,Ruppia maritima,1997,DD,Leon de la Luz et al.,San Jose del Cabo,23.06,-109.68,DD,DD,Yes,Floristic composition of the San Jose del Cabo Oasis. Baja California Sur. Mexico,No,0,No,DD,DD,,0,1,1,,0,,,,Los Cabos ,Baja California Sur,,,,,,,,,
348,Ruppia maritima,1986-1988,January-June,Ramirez-Garcia y Lot,San Jose del Cabo,23.05,-109.68,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",No,0,No,DD,DD,,0,1,1,,0,,,,Los Cabos ,Baja California Sur,,,,,,,,,
349,Ruppia maritima,2009,DD,Meling-Lopez,Santa Barbara,26.7,-109.64,DD,DD,No,La planta acuatica Ruppia maritima en el noroeste de Mexico: aumento de su presencia y efectos en la cadena trofica.,,0,DD,DD,DD,,1,0,1,,0,,,,Laguna Yavaros-Moroncarit,Sonora,,,,,,,,,
350,Halodule wrightii,1987,DD,Aguilar-Rosas y Lopez-Ruelas,Topolobampo,25.56,-109.11,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,1,Yes,DD,DD,,1,1,1,,0,,,,Topolobampo,Sinaloa,,,,,,,,,
351,Ruppia maritima,1987,DD,Ramirez-Garcia y Lot,Topolobampo,25.56,-109.11,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,1,Yes,DD,DD,,1,1,1,,0,,,,Topolobampo,Sinaloa,,,,,,,,,
352,Zostera marina,1986-1988,DD,Ramirez-Garcia y Lot,Topolobampo,25.57,-109.05,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,1,DD,DD,DD,,1,1,1,,0,,,,Topolobampo,Sinaloa,,,,,,,,,
353,Zostera marina,1970,February,Ortega et al.,Yavaros-Moroncarit,26.7,-109.53,DD,DD,Yes,MEXU,Sitio Ramsar Humedales de Yavaros – Moroncarit,1,DD,DD,DD,,1,0,1,,0,,,,Laguna Yavaros-Moroncarit,Sonora,,,,,,,,,
354,Zostera marina,1977,February,Ortega et al.,Yavaros-Moroncarit,26.68,-109.48,DD,DD,No,MEXU,Sitio Ramsar Humedales de Yavaros – Moroncarit,1,NO ,DD,DD,,1,0,1,,0,,,,Laguna Yavaros-Moroncarit,Sonora,,,,,,,,,
355,Ruppia maritima,2009,DD,Meling-Lopez,Yavaros-Moroncarit,26.69,-109.56,DD,DD,No,La planta acuatica Ruppia maritima en el noroeste de Mexico: aumento de su presencia y efectos en la cadena trofica.,Sitio Ramsar Humedales de Yavaros – Moroncarit,1,DD,DD,DD,,1,0,1,,0,,,,Laguna Yavaros-Moroncarit,Sonora,,,,,,,,,
356,Ruppia maritima,2009,DD,Meling-Lopez,Yavaros-Moroncarit,26.7,-109.53,DD,DD,No,Com.Pers.,Sitio Ramsar Humedales de Yavaros – Moroncarit,1,DD,DD,DD,,1,0,1,,0,,,,Laguna Yavaros-Moroncarit,Sonora,,,,,,,,,
357,Halodule wrightii,2000,June,Santamaria-Gallegos et al.,El Requeson,26.64,-111.83,1,ND,Yes,"Estudio de las praderas de fanerogamas marinas en Baja California Sur (Mexico): Ciclo de vida y estrategias reproductivas de Zostera marina, Halodule wrightii y Halophila decipiens",Bahia de Loreto,1,Yes,,,,1,0,0,,0,,,,Loreto,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales Marina I,Bahia Loreto I,SI,SI,Permitida,Permitido
358,Zostera marina,2007,April,Wilder,Isla Tiburon,28.89,-112.24,1,ND,No,ASU_Plants,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
359,Zostera marina,2000,March-April,Torre-Cosio,Punta Perla,29.23,-112.3,DD,ND,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
